"comppct_l","comppct_r","comppct_h","compname","compkind","majcompflag","otherph","localphase","slope_l","slope_r","slope_h","slopelenusle_l","slopelenusle_r","slopelenusle_h","runoff","tfact","wei","weg","erocl","earthcovkind1","earthcovkind2","hydricon","hydricrating","drainagecl","elev_l","elev_r","elev_h","aspectccwise","aspectrep","aspectcwise","geomdesc","albedodry_l","albedodry_r","albedodry_h","airtempa_l","airtempa_r","airtempa_h","map_l","map_r","map_h","reannualprecip_l","reannualprecip_r","reannualprecip_h","ffd_l","ffd_r","ffd_h","nirrcapcl","nirrcapscl","nirrcapunit","irrcapcl","irrcapscl","irrcapunit","cropprodindex","constreeshrubgrp","wndbrksuitgrp","rsprod_l","rsprod_r","rsprod_h","foragesuitgrpid","wlgrain","wlgrass","wlherbaceous","wlshrub","wlconiferous","wlhardwood","wlwetplant","wlshallowwat","wlrangeland","wlopenland","wlwoodland","wlwetland","soilslippot","frostact","initsub_l","initsub_r","initsub_h","totalsub_l","totalsub_r","totalsub_h","hydgrp","corcon","corsteel","taxclname","taxorder","taxsuborder","taxgrtgroup","taxsubgrp","taxpartsize","taxpartsizemod","taxceactcl","taxreaction","taxtempcl","taxmoistscl","taxtempregime","soiltaxedition","castorieindex","flecolcomnum","flhe","flphe","flsoilleachpot","flsoirunoffpot","fltemik2use","fltriumph2use","indraingrp","innitrateleachi","misoimgmtgrp","vasoimgtgrp","mukey","cokey"
,4,,"Montevallo","Series","Yes",,,12.00,19.00,25.00,,,,,1,,"5",,,,,"No","Well drained",152.00,351.00,549.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,190,200,210,"7","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D","Moderate","Moderate","Loamy-skeletal, mixed, subactive, thermic, shallow Typic Dystrudepts","Inceptisols","Udepts","Dystrudepts","Typic Dystrudepts","loamy-skeletal","not used","subactive","not used","thermic","Udic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657900","14176975"
,1,,"Allen","Series","Yes",,,5.00,9.00,12.00,,,,,5,,,,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"3","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Low","Fine-loamy, siliceous, semiactive, thermic Typic Paleudults","Ultisols","Udults","Paleudults","Typic Paleudults","fine-loamy","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657900","14176976"
,2,,"Nectar","Series","Yes",,,5.00,8.00,10.00,,,,,3,,"3",,,,,"No","Well drained",183.00,366.00,549.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,190,200,210,"3","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","High","Moderate","Fine, kaolinitic, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine","not used","not used","not used","thermic","Udic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657900","14176977"
,8,,"Gorgas","Series","Yes",,,5.00,10.00,15.00,,,,,1,"0","8",,,,,"No","Well drained",183.00,336.00,488.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,190,200,210,"6","s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D","Moderate","Low","Loamy, siliceous, subactive, thermic Lithic Hapludults","Ultisols","Udults","Hapludults","Lithic Hapludults","loamy","not used","subactive","not used","thermic","Udic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657900","14176978"
,4,,"Townley","Series","Yes",,,6.00,8.00,10.00,,,,,2,,"3",,,,,"No","Well drained",183.00,336.00,488.00,,,,,,,,14.00,16.00,18.00,1143,1283,1422,,,,190,200,210,"4","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","High","Moderate","Fine, mixed, semiactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657901","14176979"
,24,,"Hartsells","Series","Yes",,,2.00,4.00,6.00,,,,,2,,"3",,,,,"No","Well drained",183.00,366.00,549.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,190,200,210,"2","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","High","Moderate","Fine-loamy, siliceous, subactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine-loamy","not used","subactive","not used","thermic","Udic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657901","14176980"
,1,,"Nella","Series","Yes","NORTH",,12.00,19.00,25.00,,,,,5,,,,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"6","s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Low","Fine-loamy, siliceous, semiactive, thermic Typic Paleudults","Ultisols","Udults","Paleudults","Typic Paleudults","fine-loamy","not used","semiactive","not used","thermic","Udic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657901","14176981"
,7,,"Gorgas","Series","Yes",,,2.00,9.00,15.00,,,,,1,"0","8",,,,,"No","Well drained",183.00,336.00,488.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,190,200,210,"6","s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D","Moderate","Low","Loamy, siliceous, subactive, thermic Lithic Hapludults","Ultisols","Udults","Hapludults","Lithic Hapludults","loamy","not used","subactive","not used","thermic","Udic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657901","14176982"
,8,,"Albertville","Series","Yes",,,2.00,4.00,6.00,,,,,3,,"5",,,,,"No","Well drained",183.00,366.00,549.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,190,200,210,"2","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","High","Moderate","Fine, mixed, semiactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657901","14176983"
,5,,"Nectar","Series","Yes",,,6.00,8.00,10.00,,,,,3,,"3",,,,,"No","Well drained",183.00,366.00,549.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,190,200,210,"3","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","High","Moderate","Fine, kaolinitic, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine","not used","not used","not used","thermic","Udic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657901","14176984"
,15,,"Hartsells","Series","Yes",,,6.00,8.00,10.00,,,,,2,,"3",,,,,"No","Well drained",183.00,366.00,549.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,190,200,210,"3","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","High","Moderate","Fine-loamy, siliceous, subactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine-loamy","not used","subactive","not used","thermic","Udic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657901","14176985"
,7,,"Gorgas","Series","Yes",,,15.00,30.00,45.00,,,,,1,"0","8",,,,,"No","Well drained",183.00,336.00,488.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,190,200,210,"7","s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D","Moderate","Low","Loamy, siliceous, subactive, thermic Lithic Hapludults","Ultisols","Udults","Hapludults","Lithic Hapludults","loamy","not used","subactive","not used","thermic","Udic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657901","14176986"
,1,,"Chewacla","Series","Yes",,,0.00,1.00,2.00,,,,,5,,"5",,,,,"Yes","Somewhat poorly drained",,,,,,,,,,,,,,,,,,,,,,,"4","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","Moderate","High","Fine-loamy, mixed, active, thermic Fluvaquentic Dystrudepts","Inceptisols","Udepts","Dystrudepts","Fluvaquentic Dystrudepts","fine-loamy","not used","active","not used","thermic","Aquic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657901","14176987"
,3,,"Rock outcrop","Miscellaneous area","Yes",,,5.00,25.00,45.00,,,,,,"0","8",,,,,"No",,,,,,,,,,,,,,,,,,,,,,,,"8","s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D",,,,,,,,,,,,,,,"eighth edition",,,,,,,"N/A","N/A",,,,,"657901","14176988"
,2,,"Linker","Series","Yes","SMD<2",,2.00,4.00,6.00,,,,,2,,"3",,,,,"No","Well drained",152.00,503.00,853.00,,,,,,,,16.00,17.00,18.00,1092,1181,1270,,,,175,193,210,"2","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","High","Low","Fine-loamy, siliceous, semiactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine-loamy","not used","semiactive","not used","thermic","Udic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657901","14176989"
,12,,"Townley","Series","Yes",,,2.00,4.00,6.00,,,,,2,,"5",,,,,"No","Well drained",183.00,336.00,488.00,,,,,,,,14.00,16.00,18.00,1143,1283,1422,,,,190,200,210,"3","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","High","Moderate","Fine, mixed, semiactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657901","14176990"
,11,,"Nauvoo","Series","Yes",,,6.00,8.00,10.00,,,,,3,,"3",,,,,"No","Well drained",183.00,366.00,549.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,190,200,210,"3","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","High","Low","Fine-loamy, siliceous, semiactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine-loamy","not used","semiactive","not used","thermic","Udic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657901","14176991"
,4,,"Nauvoo","Series","Yes",,,2.00,4.00,6.00,,,,,3,,"3",,,,,"No","Well drained",183.00,366.00,549.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,190,200,210,"2","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","High","Low","Fine-loamy, siliceous, semiactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine-loamy","not used","semiactive","not used","thermic","Udic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657902","14176992"
,7,,"Sipsey","Series","Yes",,,15.00,23.00,30.00,,,,,2,,"3",,,,,"No","Well drained",122.00,183.00,244.00,,,,,,,,14.00,16.00,17.00,1219,1321,1422,,,,190,200,210,"6","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","High","Moderate","Fine-loamy, siliceous, semiactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine-loamy","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657902","14176993"
,3,,"Townley","Series","Yes",,,10.00,13.00,15.00,,,,,2,,"4",,,,,"No","Well drained",183.00,336.00,488.00,,,,,,,,14.00,16.00,18.00,1143,1283,1422,,,,190,200,210,"6","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","High","Moderate","Fine, mixed, semiactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657902","14176994"
,15,,"Gorgas","Series","Yes",,,15.00,30.00,45.00,,,,,1,"0","8",,,,,"No","Well drained",183.00,336.00,488.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,190,200,210,"7","s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D","Moderate","Low","Loamy, siliceous, subactive, thermic Lithic Hapludults","Ultisols","Udults","Hapludults","Lithic Hapludults","loamy","not used","subactive","not used","thermic","Udic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657902","14176995"
,5,,"Montevallo","Series","Yes",,,10.00,13.00,15.00,,,,,1,,"5",,,,,"No","Well drained",152.00,351.00,549.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,190,200,210,"6","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D","Moderate","Moderate","Loamy-skeletal, mixed, subactive, thermic, shallow Typic Dystrudepts","Inceptisols","Udepts","Dystrudepts","Typic Dystrudepts","loamy-skeletal","not used","subactive","not used","thermic","Udic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657902","14176996"
,4,,"Albertville","Series","Yes",,,6.00,8.00,10.00,,,,,3,,"3",,,,,"No","Well drained",183.00,366.00,549.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,190,200,210,"3","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","High","Moderate","Fine, mixed, semiactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657902","14176997"
,3,,"Townley","Series","Yes",,,6.00,8.00,10.00,,,,,2,,"4",,,,,"No","Well drained",183.00,336.00,488.00,,,,,,,,14.00,16.00,18.00,1143,1283,1422,,,,190,200,210,"4","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","High","Moderate","Fine, mixed, semiactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657902","14176998"
,5,,"Nauvoo","Series","Yes",,,15.00,23.00,30.00,,,,,3,,"3",,,,,"No","Well drained",183.00,366.00,549.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,190,200,210,"6","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","High","Low","Fine-loamy, siliceous, semiactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine-loamy","not used","semiactive","not used","thermic","Udic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657902","14176999"
,2,,"Colbert","Series","Yes",,,6.00,9.00,12.00,,,,,3,,"6",,,,,"No","Moderately well drained",152.00,221.00,290.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,190,200,210,"4","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D","Moderate","High","Fine, smectitic, thermic Vertic Hapludalfs","Alfisols","Udalfs","Hapludalfs","Vertic Hapludalfs","fine","not used","not used","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657902","14177000"
,2,,"Wynnville","Series","Yes",,,5.00,8.00,10.00,,,,,3,,"3",,,,,"No","Moderately well drained",244.00,305.00,366.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,200,205,210,"3","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","High","Moderate","Fine-loamy, siliceous, subactive, thermic Glossic Fragiudults","Ultisols","Udults","Fragiudults","Glossic Fragiudults","fine-loamy","not used","subactive","not used","thermic","Oxyaquic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657902","14177001"
,5,,"Bankhead","Series","Yes",,,15.00,23.00,30.00,,,,,2,,"3",,,,,"No","Well drained",122.00,183.00,244.00,,,,,,,,14.00,16.00,17.00,1219,1321,1422,,,,190,200,210,"6","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","High","Low","Coarse-loamy, siliceous, semiactive, thermic Typic Dystrudepts","Inceptisols","Udepts","Dystrudepts","Typic Dystrudepts","coarse-loamy","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657902","14177002"
,2,,"Smithdale","Series","Yes","AFFR25-30",,6.00,8.00,10.00,,,,,5,,,,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"4","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Low","Fine-loamy, siliceous, subactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine-loamy","not used","subactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657902","14177003"
,5,,"Nauvoo","Series","Yes",,,6.00,8.00,10.00,,,,,3,,"3",,,,,"No","Well drained",183.00,366.00,549.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,190,200,210,"3","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","High","Low","Fine-loamy, siliceous, semiactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine-loamy","not used","semiactive","not used","thermic","Udic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657902","14177004"
,4,,"Hartsells","Series","Yes",,,6.00,8.00,10.00,,,,,2,,"3",,,,,"No","Well drained",183.00,366.00,549.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,190,200,210,"3","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","High","Moderate","Fine-loamy, siliceous, subactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine-loamy","not used","subactive","not used","thermic","Udic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657902","14177005"
,4,,"Albertville","Series","Yes",,,2.00,4.00,6.00,,,,,3,,"3",,,,,"No","Well drained",183.00,366.00,549.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,190,200,210,"2","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","High","Moderate","Fine, mixed, semiactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657902","14177006"
,5,,"Rock outcrop","Miscellaneous area","Yes",,,5.00,25.00,45.00,,,,,,"0","8",,,,,"No",,,,,,,,,,,,,,,,,,,,,,,,"8","s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D",,,,,,,,,,,,,,,"eighth edition",,,,,,,"N/A","N/A",,,,,"657902","14177007"
,2,,"Chenneby","Series","Yes",,,0.00,1.00,2.00,,,,,5,,"5",,,,,"No","Somewhat poorly drained",,,,,,,,,,,,,,,,,,,,,,,"2","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","Moderate","High","Fine-silty, mixed, active, thermic Fluvaquentic Dystrudepts","Inceptisols","Udepts","Dystrudepts","Fluvaquentic Dystrudepts","fine-silty","not used","active","not used","thermic","Aquic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657902","14177008"
,4,,"Nectar","Series","Yes",,,2.00,4.00,6.00,,,,,3,,"6",,,,,"No","Well drained",183.00,366.00,549.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,190,200,210,"2","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","High","Moderate","Fine, kaolinitic, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine","not used","not used","not used","thermic","Udic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657902","14177009"
,4,,"Montevallo","Series","Yes",,,15.00,30.00,45.00,,,,,1,,"5",,,,,"No","Well drained",152.00,351.00,549.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,190,200,210,"7","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D","Moderate","Moderate","Loamy-skeletal, mixed, subactive, thermic, shallow Typic Dystrudepts","Inceptisols","Udepts","Dystrudepts","Typic Dystrudepts","loamy-skeletal","not used","subactive","not used","thermic","Udic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657902","14177010"
,15,,"Gorgas","Series","Yes",,,10.00,13.00,15.00,,,,,1,,"3",,,,,"No","Well drained",183.00,336.00,488.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,190,200,210,"6","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D","Moderate","Low","Loamy, siliceous, subactive, thermic Lithic Hapludults","Ultisols","Udults","Hapludults","Lithic Hapludults","loamy","not used","subactive","not used","thermic","Udic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657902","14177011"
,8,,"Chewacla","Series","Yes",,,0.00,1.00,2.00,,,,,5,,"5",,,,,"No","Somewhat poorly drained",,,,,,,,,,,,,,,,,,,,,,,"3","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","Moderate","High","Fine-loamy, mixed, active, thermic Fluvaquentic Dystrudepts","Inceptisols","Udepts","Dystrudepts","Fluvaquentic Dystrudepts","fine-loamy","not used","active","not used","thermic","Aquic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657903","14177012"
,2,,"Sequatchie","Series","Yes",,,2.00,4.00,6.00,,,,,5,,,,,,,"No","Well drained",183.00,320.00,457.00,,,,,,,,14.00,15.00,16.00,1194,1296,1397,,,,180,193,205,"2","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Low","Fine-loamy, siliceous, semiactive, thermic Humic Hapludults","Ultisols","Udults","Hapludults","Humic Hapludults","fine-loamy","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657903","14177013"
,2,,"Nauvoo","Series","Yes",,,2.00,4.00,6.00,,,,,3,,"3",,,,,"No","Well drained",183.00,366.00,549.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,190,200,210,"2","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","High","Low","Fine-loamy, siliceous, semiactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine-loamy","not used","semiactive","not used","thermic","Udic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657903","14177014"
,6,,"Townley","Series","Yes",,,2.00,4.00,6.00,,,,,2,,"4",,,,,"No","Well drained",183.00,336.00,488.00,,,,,,,,14.00,16.00,18.00,1143,1283,1422,,,,190,200,210,"3","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","High","Moderate","Fine, mixed, semiactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657903","14177015"
,5,,"Roanoke","Series","Yes","UNDRAINED",,0.00,1.00,2.00,,,,,4,,"5",,,,,"Yes","Poorly drained",,,,,,,,,,,,,,,,,,,,,,,"4","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D","High","High","Fine, mixed, semiactive, thermic Typic Endoaquults","Ultisols","Aquults","Endoaquults","Typic Endoaquults","fine","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657903","14177016"
,1,,"Nauvoo","Series","Yes",,,6.00,8.00,10.00,,,,,3,,"3",,,,,"No","Well drained",183.00,366.00,549.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,190,200,210,"3","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","High","Low","Fine-loamy, siliceous, semiactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine-loamy","not used","semiactive","not used","thermic","Udic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657903","14177017"
,2,,"Wynnville","Series","Yes",,,2.00,4.00,6.00,,,,,3,,"3",,,,,"No","Moderately well drained",244.00,305.00,366.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,200,205,210,"2","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","High","Moderate","Fine-loamy, siliceous, subactive, thermic Glossic Fragiudults","Ultisols","Udults","Fragiudults","Glossic Fragiudults","fine-loamy","not used","subactive","not used","thermic","Oxyaquic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657903","14177018"
,23,,"Whitwell","Series","Yes",,,0.00,1.00,2.00,,,,,5,,,,,,,"No","Moderately well drained",,,,,,,,,,,,,,,,,,,,,,,"2","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","Moderate","Moderate","Fine-loamy, siliceous, semiactive, thermic Aquic Hapludults","Ultisols","Udults","Hapludults","Aquic Hapludults","fine-loamy","not used","semiactive","not used","thermic","Aquic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657903","14177019"
,2,,"Sequatchie","Series","Yes",,,0.00,1.00,2.00,,,,,5,,,,,,,"No","Well drained",183.00,320.00,457.00,,,,,,,,14.00,15.00,16.00,1194,1296,1397,,,,180,193,205,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Low","Fine-loamy, siliceous, semiactive, thermic Humic Hapludults","Ultisols","Udults","Hapludults","Humic Hapludults","fine-loamy","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657903","14177020"
,3,,"Locust","Series","Yes",,,2.00,4.00,6.00,,,,,3,,"3",,,,,"No","Moderately well drained",122.00,153.00,183.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,200,205,210,"2","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","High","Moderate","Fine-loamy, mixed, semiactive, thermic Glossic Fragiudults","Ultisols","Udults","Fragiudults","Glossic Fragiudults","fine-loamy","not used","semiactive","not used","thermic","Oxyaquic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657903","14177021"
,31,,"Spadra","Series","Yes",,,0.00,1.00,2.00,,,,,5,,"3",,,,,"No","Well drained",152.00,305.00,457.00,,,,,,,,14.00,16.00,17.00,1016,1143,1270,,,,180,193,205,"2","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","High","Low","Fine-loamy, siliceous, active, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine-loamy","not used","active","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657903","14177022"
,4,,"Mooreville","Series","Yes",,,0.00,1.00,2.00,,,,,5,,,,,,,"No","Moderately well drained",,,,,,,,,,,,,,,,,,,,,,,"2","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","High","Moderate","Fine-loamy, siliceous, active, thermic Fluvaquentic Dystrudepts","Inceptisols","Udepts","Dystrudepts","Fluvaquentic Dystrudepts","fine-loamy","not used","active","not used","thermic","Aquic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657903","14177023"
,5,,"Taft","Series","Yes",,,0.00,1.00,2.00,,,,,3,,,,,,,"No","Somewhat poorly drained",213.00,244.00,274.00,,,,,,,,14.00,15.00,16.00,1219,1296,1372,,,,180,195,210,"3","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","High","High","Fine-silty, siliceous, semiactive, thermic Glossaquic Fragiudults","Ultisols","Udults","Fragiudults","Glossaquic Fragiudults","fine-silty","not used","semiactive","not used","thermic","Aquic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657903","14177024"
,4,,"Locust","Series","Yes",,,0.00,1.00,2.00,,,,,3,,"3",,,,,"No","Moderately well drained",122.00,153.00,183.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,200,205,210,"2","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","High","Moderate","Fine-loamy, mixed, semiactive, thermic Glossic Fragiudults","Ultisols","Udults","Fragiudults","Glossic Fragiudults","fine-loamy","not used","semiactive","not used","thermic","Oxyaquic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657903","14177025"
